"Origin","Reside","Age","Gender","BldGrp","InRel","BldGrp_Prtnr","help_Ppl","Enyj_Grp","Chs_Wrds_Care","Take_Chrg","Get_Nervs_Talkng","Like_Ordr","Get_Upset","Modest_Achieve","Adventure","Enjy_attentn","Variety_Routine","Feel_Emo","Hard_Trust_Ppl","Avoid_Arguing","Avoid_alone","Detail_Orntd","Focus_on_present","Go_With_Flow","Talk_abt_Own_Feelngs","Fun_Party_Aftr_Wrk","Rarely_Insecure","AgeGroup"
"India","India",22,"Male","B+","No","N/A","Agree","Agree","Agree","Neutral","Disagree","Neutral","Disagree","Agree","Agree","Agree","Agree","Agree","Disagree","Disagree","Neutral","Agree","Neutral","Disagree","Disagree","Disagree","Strongly disagree","20 - 29"
"India","India",27,"Male","O+","No","N/A","Agree","Neutral","Disagree","Neutral","Disagree","Agree","Disagree","Neutral","Neutral","Agree","Disagree","Neutral","Disagree","Agree","Disagree","Neutral","Agree","Agree","Disagree","Disagree","Neutral","20 - 29"
"India","Canada",24,"Female","O+","No","N/A","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly agree","Strongly Agree","Strongly Agree","Strongly agree","Strongly Agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Strongly agree","Strongly agree","Agree","Strongly agree","Agree","Neutral","Disagree","20 - 29"
"Côte d'Ivoire","France",29,"Female","B-","No","I don't know","Agree","Agree","Agree","Agree","Neutral","Neutral","Neutral","Neutral","Agree","Neutral","Agree","Neutral","Strongly agree","Neutral","Disagree","Neutral","Neutral","Neutral","Neutral","Neutral","Agree","20 - 29"
"India","Canada",27,"Male","O+","Yes","AB+","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Neutral","Agree","Neutral","Agree","Agree","Agree","Agree","Strongly agree","Disagree","Agree","Agree","Neutral","Agree","Strongly disagree","Strongly agree","Disagree","Neutral","20 - 29"
"Senegal","Senegal",26,"Female","O+","Yes","AB+","Strongly Agree","Agree","Agree","Strongly Agree","Disagree","Agree","Disagree","Strongly agree","Neutral","Strongly disagree","Agree","Agree","Disagree","Agree","Disagree","Disagree","Disagree","Disagree","Strongly disagree","Neutral","Disagree","20 - 29"
"Senegal","Senegal",28,"Female","A+","Yes","O+","Strongly Agree","Neutral","Agree","Strongly Agree","Agree","Agree","Strongly Agree","Neutral","Strongly Agree","Neutral","Strongly agree","Strongly agree","Strongly agree","Strongly disagree","Disagree","Strongly agree","Disagree","Disagree","Agree","Strongly disagree","Strongly agree","20 - 29"
"Senegal","Senegal",29,"Male","AB+","Yes","I don't know","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Strongly disagree","Neutral","Disagree","Agree","Agree","Disagree","Strongly agree","Agree","Disagree","Neutral","Agree","Disagree","Disagree","Neutral","Disagree","Neutral","Agree","20 - 29"
"Senegal","Senegal",34,"Female","B+","No","N/A","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Neutral","Strongly Agree","Neutral","Agree","Agree","Neutral","Strongly agree","Strongly agree","Agree","Agree","Neutral","Strongly agree","Disagree","Agree","Agree","Neutral","Neutral","30 - 39"
"Senegal","France",30,"Female","AB+","No","N/A","Strongly Agree","Neutral","Neutral","Agree","Strongly disagree","Neutral","Agree","Strongly agree","Strongly Agree","Disagree","Strongly agree","Strongly agree","Disagree","Disagree","Disagree","Disagree","Agree","Strongly agree","Neutral","Disagree","Strongly agree","30 - 39"
"Nigeria","Nigeria",27,"Female","O+","Yes","N/A","Agree","Neutral","Agree","Agree","Strongly disagree","Agree","Neutral","Neutral","Strongly Agree","Agree","Strongly agree","Agree","Disagree","Disagree","Disagree","Neutral","Disagree","Disagree","Agree","Disagree","Strongly agree","20 - 29"
"Nigeria","Nigeria",27,"Female","O+","Yes","N/A","Agree","Neutral","Agree","Agree","Strongly disagree","Agree","Neutral","Neutral","Strongly Agree","Agree","Strongly agree","Agree","Disagree","Disagree","Disagree","Neutral","Disagree","Disagree","Agree","Disagree","Strongly agree","20 - 29"
"Senegal","Senegal",31,"Female","O-","Yes","B+","Agree","Agree","Agree","Agree","Disagree","Disagree","Disagree","Agree","Agree","Neutral","Agree","Agree","Neutral","Disagree","Neutral","Neutral","Neutral","Neutral","Agree","Disagree","Agree","30 - 39"
"Nigeria","South Africa",28,"Male","A+","Yes","O+","Strongly Agree","Agree","Strongly Agree","Agree","Disagree","Strongly Agree","Disagree","Agree","Agree","Agree","Agree","Agree","Strongly agree","Agree","Disagree","Disagree","Disagree","Disagree","Agree","Disagree","Agree","20 - 29"
"Côte d'Ivoire","Côte d'Ivoire",26,"Female","O+","Yes","I don't know","Strongly Agree","Agree","Neutral","Neutral","Agree","Disagree","Agree","Agree","Neutral","Disagree","Neutral","Agree","Neutral","Disagree","Strongly agree","Neutral","Agree","Agree","Agree","Disagree","Neutral","20 - 29"
"India","India",34,"Female","O+","Yes","O-","Agree","Neutral","Agree","Disagree","Neutral","Disagree","Agree","Strongly disagree","Disagree","Neutral","Neutral","Agree","Disagree","Neutral","Neutral","Disagree","Strongly agree","Neutral","Agree","Disagree","Neutral","30 - 39"
"Côte d'Ivoire","France",30,"Male","O+","Yes","I don't know","Agree","Neutral","Agree","Neutral","Disagree","Agree","Neutral","Agree","Disagree","Neutral","Neutral","Neutral","Disagree","Neutral","Neutral","Strongly agree","Neutral","Strongly disagree","Neutral","Disagree","Neutral","30 - 39"
"Egypt","Canada",23,"Female","A-","Yes","O+","Agree","Neutral","Agree","Agree","Strongly agree","Strongly Agree","Neutral","Agree","Agree","Agree","Neutral","Agree","Agree","Neutral","Neutral","Agree","Disagree","Neutral","Agree","Disagree","Disagree","20 - 29"
"Senegal","Senegal",23,"Female","O+","Yes","I don't know","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Strongly disagree","Neutral","Neutral","Strongly disagree","Agree","Neutral","Neutral","Neutral","Disagree","Neutral","Neutral","Neutral","20 - 29"
"Senegal","Senegal",25,"Female","A+","Yes","A+","Strongly Agree","Strongly Agree","Agree","Agree","Agree","Neutral","Agree","Strongly agree","Strongly Agree","Disagree","Strongly agree","Strongly agree","Strongly agree","Agree","Disagree","Agree","Neutral","Disagree","Agree","Strongly disagree","Disagree","20 - 29"
"Senegal","France",22,"Male","B+","No","N/A","Agree","Neutral","Agree","Agree","Agree","Agree","Disagree","Strongly agree","Agree","Disagree","Strongly agree","Neutral","Agree","Strongly agree","Disagree","Neutral","Strongly agree","Agree","Strongly disagree","Strongly disagree","Strongly agree","20 - 29"
"Senegal","Senegal",29,"Male","B+","Yes","B+","Strongly Agree","Disagree","Strongly Agree","Agree","Agree","Disagree","Disagree","Strongly agree","Neutral","Disagree","Agree","Agree","Agree","Agree","Strongly disagree","Agree","Neutral","Agree","Disagree","Strongly disagree","Disagree","20 - 29"
"Nigeria","Nigeria",29,"Female","O+","Yes","O+","Strongly Agree","Neutral","Neutral","Agree","Neutral","Strongly Agree","Agree","Strongly agree","Strongly Agree","Neutral","Strongly agree","Strongly agree","Strongly agree","Agree","Strongly disagree","Strongly agree","Strongly agree","Agree","Agree","Strongly disagree","Neutral","20 - 29"
"Côte d'Ivoire","France",26,"Male","B-","No","O+","Agree","Neutral","Neutral","Agree","Disagree","Strongly disagree","Neutral","Strongly disagree","Neutral","Disagree","Neutral","Neutral","Neutral","Neutral","Disagree","Neutral","Neutral","Disagree","Disagree","Neutral","Neutral","20 - 29"
"Côte d'Ivoire","USA",26,"Male","O+","Yes","O-","Strongly Agree","Neutral","Agree","Agree","Disagree","Strongly Agree","Agree","Agree","Agree","Neutral","Strongly disagree","Neutral","Disagree","Disagree","Neutral","Agree","Disagree","Neutral","Neutral","Agree","Agree","20 - 29"
"India","USA",21,"Female","A+","Yes","O+","Agree","Agree","Strongly Agree","Neutral","Disagree","Agree","Strongly Agree","Strongly agree","Neutral","Strongly disagree","Agree","Strongly agree","Disagree","Disagree","Strongly disagree","Agree","Disagree","Agree","Agree","Disagree","Disagree","20 - 29"
"USA","Nigeria",25,"Female","A+","Yes","B+","Strongly Agree","Agree","Agree","Agree","Disagree","Agree","Neutral","Agree","Agree","Neutral","Agree","Agree","Neutral","Neutral","Disagree","Neutral","Neutral","Neutral","Disagree","Neutral","Disagree","20 - 29"
"Nigeria","Nigeria",37,"Female","B+","Yes","I don't know","Strongly disagree","Agree","Agree","Agree","Agree","Strongly disagree","Neutral","Strongly disagree","Neutral","Disagree","Neutral","Agree","Strongly disagree","Agree","Strongly disagree","Strongly agree","Strongly agree","Neutral","Neutral","Strongly disagree","Agree","30 - 39"
"Senegal","Senegal",23,"Female","B+","No","I don't know","Strongly Agree","Agree","Strongly Agree","Neutral","Agree","Strongly Agree","Agree","Strongly agree","Disagree","Agree","Agree","Agree","Agree","Disagree","Disagree","Agree","Agree","Agree","Disagree","Agree","Agree","20 - 29"
"France","France",26,"Female","O-","Yes","I don't know","Agree","Strongly Agree","Neutral","Neutral","Strongly disagree","Strongly Agree","Disagree","Agree","Agree","Strongly disagree","Agree","Agree","Strongly agree","Neutral","Disagree","Neutral","Disagree","Neutral","Neutral","Agree","Agree","20 - 29"
"Côte d'Ivoire","Côte d'Ivoire",28,"Male","O+","Yes","I don't know","Strongly Agree","Strongly Agree","Strongly disagree","Neutral","Disagree","Neutral","Neutral","Neutral","Disagree","Agree","Neutral","Neutral","Neutral","Disagree","Neutral","Neutral","Neutral","Neutral","Strongly agree","Neutral","Agree","20 - 29"
"Russia","Canada",24,"Female","A+","Yes","I don't know","Agree","Neutral","Neutral","Strongly Agree","Neutral","Strongly Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Neutral","Strongly disagree","Disagree","Agree","Disagree","Strongly disagree","Neutral","Disagree","Agree","20 - 29"
"Côte d'Ivoire","Côte d'Ivoire",26,"Female","B+","Yes","A+","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Neutral","Neutral","Disagree","Neutral","Agree","Disagree","Disagree","Agree","Agree","Agree","Disagree","Disagree","Disagree","Disagree","20 - 29"
"Nigeria","Canada",24,"Male","A+","Yes","A+","Strongly Agree","Strongly Agree","Agree","Neutral","Strongly disagree","Strongly disagree","Strongly disagree","Agree","Strongly Agree","Disagree","Strongly agree","Strongly agree","Strongly agree","Agree","Agree","Neutral","Agree","Agree","Agree","Strongly agree","Strongly agree","20 - 29"
"Côte d'Ivoire","France",26,"Female","B+","Yes","O+","Strongly Agree","Agree","Agree","Strongly Agree","Neutral","Agree","Neutral","Agree","Strongly Agree","Disagree","Strongly agree","Strongly agree","Disagree","Disagree","Disagree","Neutral","Agree","Strongly disagree","Strongly agree","Disagree","Neutral","20 - 29"
"Bulgaria","Canada",102,"Male","B-","Yes","I don't know","Strongly Agree","Strongly Agree","Disagree","Strongly Agree","Disagree","Strongly Agree","Strongly Agree","Agree","Agree","Strongly agree","Disagree","Disagree","Agree","Disagree","Neutral","Agree","Agree","Disagree","Strongly agree","Neutral","Agree","90+"
"Ghana","USA",28,"Male","O+","Yes","I don't know","Strongly Agree","Agree","Strongly Agree","Agree","Disagree","Agree","Neutral","Agree","Neutral","Neutral","Agree","Strongly agree","Disagree","Agree","Disagree","Disagree","Disagree","Neutral","Neutral","Disagree","Disagree","20 - 29"
"Mexico","Canada",31,"Female","O+","No","N/A","Agree","Agree","Agree","Neutral","Disagree","Strongly Agree","Agree","Agree","Agree","Strongly disagree","Strongly disagree","Agree","Strongly disagree","Neutral","Strongly disagree","Strongly agree","Neutral","Strongly disagree","Agree","Strongly disagree","Strongly agree","30 - 39"
"Senegal","Senegal",24,"Female","B+","No","N/A","Agree","Disagree","Agree","Agree","Agree","Disagree","Disagree","Strongly agree","Agree","Disagree","Agree","Agree","Neutral","Disagree","Disagree","Disagree","Disagree","Neutral","Neutral","Disagree","Disagree","20 - 29"
"India","India",24,"Female","O+","No","I don't know","Agree","Strongly Agree","Agree","Strongly Agree","Disagree","Agree","Neutral","Agree","Agree","Disagree","Agree","Agree","Neutral","Agree","Disagree","Agree","Agree","Neutral","Disagree","Disagree","Neutral","20 - 29"
"India","India",24,"Male","A+","Yes","B+","Strongly Agree","Neutral","Disagree","Neutral","Disagree","Neutral","Agree","Agree","Strongly Agree","Disagree","Strongly agree","Neutral","Neutral","Strongly disagree","Strongly agree","Agree","Strongly agree","Agree","Agree","Strongly agree","Disagree","20 - 29"
"India","Canada",47,"Male","AB+","No","N/A","Agree","Agree","Agree","Agree","Disagree","Agree","Disagree","Agree","Agree","Disagree","Agree","Agree","Neutral","Agree","Disagree","Agree","Agree","Agree","Disagree","Disagree","Agree","40 - 49"
"Canada","Canada",60,"Female","A+","No","N/A","Strongly Agree","Agree","Neutral","Agree","Neutral","Strongly Agree","Disagree","Agree","Neutral","Strongly disagree","Neutral","Strongly agree","Agree","Agree","Strongly disagree","Neutral","Agree","Neutral","Neutral","Strongly disagree","Neutral","60 - 69"
"Canada","Canada",26,"Male","A+","Yes","I don't know","Strongly Agree","Strongly Agree","Neutral","Agree","Neutral","Neutral","Disagree","Agree","Agree","Neutral","Strongly agree","Agree","Neutral","Neutral","Neutral","Strongly disagree","Strongly disagree","Agree","Disagree","Disagree","Neutral","20 - 29"
"Congo","USA",26,"Female","A+","Yes","O+","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Strongly agree","Agree","Disagree","Strongly agree","Strongly Agree","Disagree","Strongly agree","Agree","Neutral","Disagree","Strongly disagree","Agree","Disagree","Disagree","Disagree","Strongly disagree","Agree","20 - 29"
"Cameroon","Mauritius",25,"Female","A+","No","N/A","Strongly Agree","Agree","Strongly Agree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly agree","Disagree","Disagree","Strongly disagree","Strongly agree","Disagree","Neutral","Neutral","Disagree","Strongly disagree","Strongly disagree","Disagree","Agree","Neutral","20 - 29"
"India","India",33,"Male","B+","Yes","O+","Agree","Strongly Agree","Disagree","Disagree","Strongly disagree","Strongly Agree","Disagree","Disagree","Neutral","Strongly disagree","Disagree","Strongly agree","Disagree","Strongly agree","Strongly disagree","Agree","Agree","Disagree","Strongly agree","Strongly agree","Disagree","30 - 39"
"India","India",23,"Male","A+","No","N/A","Agree","Strongly disagree","Disagree","Strongly disagree","Strongly disagree","Neutral","Strongly Agree","Strongly agree","Strongly disagree","Strongly disagree","Strongly agree","Strongly agree","Disagree","Agree","Strongly agree","Neutral","Agree","Strongly agree","Strongly agree","Strongly agree","Neutral","20 - 29"
"USA","Canada",22,"Female","O+","Yes","B+","Agree","Agree","Neutral","Neutral","Strongly agree","Strongly Agree","Strongly Agree","Neutral","Disagree","Agree","Disagree","Strongly agree","Disagree","Agree","Strongly agree","Disagree","Disagree","Strongly disagree","Agree","Strongly disagree","Strongly disagree","20 - 29"
"Russia","Canada",23,"Female","O+","No","N/A","Neutral","Agree","Agree","Strongly Agree","Agree","Agree","Neutral","Agree","Agree","Agree","Strongly agree","Disagree","Agree","Disagree","Disagree","Neutral","Agree","Disagree","Agree","Disagree","Agree","20 - 29"
"Mozambique","Mozambique",30,"Female","AB+","Yes","I don't know","Agree","Neutral","Agree","Neutral","Agree","Agree","Disagree","Agree","Agree","Disagree","Neutral","Agree","Disagree","Strongly agree","Disagree","Neutral","Agree","Disagree","Agree","Disagree","Disagree","30 - 39"
"USA","Canada",23,"Male","A+","No","N/A","Strongly Agree","Agree","Neutral","Agree","Neutral","Neutral","Neutral","Neutral","Strongly Agree","Strongly disagree","Neutral","Strongly agree","Agree","Disagree","Disagree","Strongly disagree","Neutral","Strongly agree","Agree","Neutral","Neutral","20 - 29"
"India","India",25,"Male","B+","No","N/A","Agree","Strongly Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Strongly agree","Agree","Strongly agree","Neutral","Disagree","Strongly agree","Agree","Agree","Agree","Agree","Agree","Neutral","20 - 29"
"Nigeria","Nigeria",25,"Female","AB+","Yes","B+","Agree","Neutral","Strongly Agree","Agree","Agree","Strongly Agree","Neutral","Agree","Strongly Agree","Disagree","Strongly agree","Disagree","Disagree","Agree","Disagree","Agree","Agree","Disagree","Agree","Disagree","Disagree","20 - 29"
"Nigeria","Nigeria",28,"Male","A+","Yes","AB+","Strongly Agree","Agree","Neutral","Agree","Disagree","Strongly Agree","Disagree","Neutral","Agree","Disagree","Neutral","Disagree","Disagree","Disagree","Agree","Disagree","Agree","Disagree","Disagree","Disagree","Disagree","20 - 29"
"Nigeria","Nigeria",24,"Male","A+","Yes","I don't know","Agree","Agree","Neutral","Neutral","Strongly disagree","Neutral","Strongly disagree","Agree","Disagree","Agree","Agree","Agree","Disagree","Agree","Neutral","Neutral","Agree","Agree","Agree","Neutral","Agree","20 - 29"
"Côte d'Ivoire","Côte d'Ivoire",26,"Female","O+","Yes","I don't know","Strongly Agree","Agree","Agree","Neutral","Strongly agree","Disagree","Neutral","Agree","Agree","Disagree","Strongly agree","Neutral","Neutral","Disagree","Disagree","Strongly agree","Agree","Neutral","Agree","Strongly agree","Neutral","20 - 29"
"Cameroun","Cameroun",28,"Male","B+","Yes","I don't know","Agree","Neutral","Strongly Agree","Disagree","Disagree","Strongly Agree","Disagree","Strongly agree","Agree","Strongly disagree","Neutral","Agree","Disagree","Disagree","Neutral","Neutral","Neutral","Neutral","Disagree","Neutral","Neutral","20 - 29"
"Cameroon","Cameroun",42,"Female","O+","Yes","O+","Agree","Agree","Agree","Strongly Agree","Disagree","Strongly Agree","Neutral","Neutral","Strongly Agree","Strongly disagree","Agree","Strongly agree","Neutral","Agree","Disagree","Strongly agree","Disagree","Disagree","Agree","Disagree","Agree","40 - 49"
"Côte d'Ivoire","Côte d'Ivoire",29,"Male","O+","Yes","I don't know","Agree","Neutral","Neutral","Neutral","Agree","Neutral","Strongly disagree","Agree","Neutral","Neutral","Neutral","Disagree","Disagree","Neutral","Disagree","Agree","Neutral","Neutral","Disagree","Neutral","Strongly agree","20 - 29"
"Côte d'Ivoire","Côte d'Ivoire",26,"Female","O+","Yes","A+","Strongly Agree","Strongly Agree","Agree","Agree","Strongly disagree","Agree","Disagree","Agree","Agree","Neutral","Strongly agree","Agree","Disagree","Agree","Agree","Neutral","Agree","Neutral","Agree","Agree","Agree","20 - 29"
"Côte d'Ivoire","Côte d'Ivoire",26,"Male","O+","Yes","O+","Strongly Agree","Agree","Agree","Agree","Agree","Agree","Neutral","Agree","Strongly Agree","Agree","Strongly agree","Agree","Agree","Disagree","Neutral","Neutral","Disagree","Neutral","Agree","Agree","Agree","20 - 29"
"Canada","Canada",33,"Male","A-","No","N/A","Agree","Neutral","Strongly Agree","Neutral","Strongly agree","Agree","Strongly disagree","Strongly agree","Agree","Strongly disagree","Strongly agree","Strongly disagree","Agree","Strongly agree","Neutral","Disagree","Strongly disagree","Agree","Strongly disagree","Strongly disagree","Disagree","30 - 39"
"Nigeria","Nigeria",32,"Female","O+","No","I don't know","Agree","Agree","Neutral","Neutral","Agree","Agree","Agree","Strongly agree","Disagree","Neutral","Disagree","Strongly agree","Agree","Disagree","Strongly disagree","Neutral","Strongly agree","Disagree","Disagree","Disagree","Agree","30 - 39"
"Côte d'Ivoire","USA",25,"Male","A+","No","N/A","Agree","Agree","Agree","Strongly Agree","Disagree","Strongly Agree","Neutral","Agree","Strongly Agree","Agree","Neutral","Strongly agree","Disagree","Disagree","Disagree","Neutral","Agree","Agree","Disagree","Agree","Strongly agree","20 - 29"
"Ghana","Ghana",27,"Female","AB+","No","I don't know","Strongly Agree","Strongly Agree","Agree","Agree","Disagree","Neutral","Neutral","Neutral","Agree","Neutral","Agree","Agree","Neutral","Neutral","Agree","Disagree","Disagree","Neutral","Agree","Disagree","Agree","20 - 29"
"India","India",24,"Female","B+","Yes","B+","Agree","Agree","Agree","Agree","Neutral","Strongly Agree","Agree","Agree","Strongly Agree","Neutral","Agree","Agree","Strongly agree","Strongly agree","Agree","Agree","Agree","Disagree","Disagree","Disagree","Agree","20 - 29"
"Ghana","USA",26,"Male","B+","No","N/A","Neutral","Disagree","Neutral","Disagree","Neutral","Disagree","Agree","Neutral","Strongly disagree","Neutral","Agree","Disagree","Agree","Agree","Strongly disagree","Strongly disagree","Agree","Agree","Disagree","Strongly disagree","Disagree","20 - 29"
"Nigeria","USA",27,"Male","O+","Yes","I don't know","Strongly Agree","Disagree","Strongly Agree","Agree","Strongly agree","Strongly Agree","Strongly disagree","Strongly agree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly agree","Strongly agree","Strongly agree","Strongly disagree","Neutral","Strongly disagree","Neutral","Strongly disagree","Strongly disagree","Strongly disagree","20 - 29"
"Cameroon","Cameroon",27,"Female","O+","Yes","I don't know","Neutral","Neutral","Agree","Agree","Strongly disagree","Disagree","Disagree","Agree","Disagree","Strongly disagree","Neutral","Agree","Strongly disagree","Disagree","Disagree","Agree","Strongly agree","Agree","Disagree","Disagree","Agree","20 - 29"
"Canada","Canada",49,"Female","A-","Yes","O+","Strongly Agree","Agree","Agree","Agree","Disagree","Agree","Disagree","Strongly agree","Neutral","Neutral","Strongly agree","Agree","Strongly disagree","Disagree","Strongly disagree","Agree","Agree","Neutral","Agree","Disagree","Agree","40 - 49"
"Côte d'Ivoire","USA",28,"Male","O+","Yes","O+","Agree","Agree","Strongly Agree","Agree","Strongly disagree","Neutral","Neutral","Agree","Neutral","Disagree","Agree","Agree","Neutral","Strongly disagree","Neutral","Agree","Agree","Disagree","Agree","Agree","Agree","20 - 29"
"India","India",40,"Male","O+","Yes","O-","Agree","Neutral","Agree","Agree","Agree","Agree","Neutral","Agree","Neutral","Neutral","Agree","Agree","Neutral","Neutral","Agree","Agree","Neutral","Disagree","Neutral","Neutral","Neutral","40 - 49"
"Ghana","Ghana",33,"Male","O+","Yes","B+","Agree","Agree","Strongly Agree","Strongly Agree","Disagree","Agree","Agree","Neutral","Agree","Agree","Agree","Agree","Agree","Disagree","Agree","Neutral","Agree","Disagree","Agree","Agree","Strongly agree","30 - 39"
"Côte d'Ivoire","Côte d'Ivoire",40,"Male","O-","Yes","B+","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Strongly disagree","Strongly Agree","Agree","Strongly agree","Agree","Neutral","Strongly agree","Strongly agree","Neutral","Disagree","Disagree","Agree","Strongly disagree","Neutral","Disagree","Agree","Strongly agree","40 - 49"
"USA","USA",29,"Female","O+","Yes","I don't know","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Neutral","Strongly Agree","Strongly Agree","Neutral","Agree","Disagree","Neutral","Agree","Neutral","Strongly disagree","Neutral","Neutral","Disagree","Neutral","Agree","Strongly disagree","Disagree","20 - 29"
"India","USA",29,"Female","B-","Yes","O+","Agree","Agree","Strongly Agree","Agree","Agree","Strongly Agree","Agree","Agree","Disagree","Agree","Disagree","Agree","Agree","Agree","Agree","Agree","Neutral","Strongly disagree","Agree","Disagree","Disagree","20 - 29"
"South Africa","South Africa",30,"Female","B+","Yes","I don't know","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly agree","Strongly Agree","Strongly Agree","Strongly agree","Strongly Agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Neutral","Strongly agree","Strongly agree","Neutral","Strongly agree","Neutral","Strongly agree","30 - 39"
"Cameroon","Germany",32,"Male","A+","No","N/A","Agree","Neutral","Disagree","Agree","Strongly agree","Disagree","Agree","Strongly agree","Disagree","Disagree","Strongly disagree","Agree","Strongly disagree","Disagree","Agree","Agree","Agree","Disagree","Agree","Agree","Disagree","30 - 39"
"Cameroon","Germany",32,"Male","A+","No","N/A","Agree","Neutral","Disagree","Agree","Strongly agree","Disagree","Agree","Strongly agree","Disagree","Disagree","Strongly disagree","Agree","Strongly disagree","Disagree","Agree","Agree","Agree","Disagree","Agree","Agree","Disagree","30 - 39"
"Pakistan","Pakistan",33,"Male","A+","No","A+","Strongly Agree","Agree","Agree","Neutral","Agree","Strongly disagree","Strongly Agree","Strongly agree","Agree","Agree","Agree","Strongly agree","Agree","Disagree","Neutral","Agree","Agree","Strongly agree","Agree","Disagree","Agree","30 - 39"
"Côte d'Ivoire","Côte d'Ivoire",27,"Female","O+","Yes","A+","Strongly Agree","Agree","Agree","Neutral","Agree","Strongly Agree","Neutral","Agree","Agree","Strongly agree","Strongly agree","Strongly disagree","Disagree","Neutral","Neutral","Strongly agree","Strongly agree","Neutral","Agree","Disagree","Agree","20 - 29"
"Côte d'Ivoire","Côte d'Ivoire",35,"Male","A+","Yes","AB+","Agree","Neutral","Agree","Agree","Strongly disagree","Neutral","Disagree","Agree","Agree","Disagree","Strongly agree","Agree","Neutral","Neutral","Disagree","Neutral","Neutral","Strongly disagree","Disagree","Neutral","Strongly agree","30 - 39"
"Angola","Angola",30,"Female","O+","No","I don't know","Strongly Agree","Strongly disagree","Disagree","Neutral","Strongly agree","Strongly Agree","Strongly Agree","Strongly agree","Strongly Agree","Strongly disagree","Strongly agree","Disagree","Strongly agree","Neutral","Strongly disagree","Strongly disagree","Strongly disagree","Neutral","Strongly disagree","Neutral","Strongly disagree","30 - 39"
"Philippines","Canada",25,"Female","B+","Yes","I don't know","Strongly Agree","Agree","Agree","Agree","Neutral","Agree","Neutral","Agree","Agree","Neutral","Neutral","Agree","Neutral","Agree","Neutral","Neutral","Neutral","Disagree","Agree","Disagree","Agree","20 - 29"
"Nigeria","USA",26,"Male","O-","No","N/A","Agree","Neutral","Agree","Agree","Neutral","Agree","Agree","Strongly agree","Agree","Neutral","Agree","Agree","Neutral","Neutral","Neutral","Disagree","Neutral","Neutral","Neutral","Neutral","Neutral","20 - 29"
"India","Canada",40,"Male","A+","Yes","O+","Agree","Agree","Agree","Neutral","Disagree","Agree","Neutral","Agree","Agree","Neutral","Neutral","Agree","Neutral","Disagree","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Disagree","40 - 49"
"Canada","Canada",30,"Male","A+","Yes","O-","Neutral","Disagree","Disagree","Neutral","Agree","Disagree","Disagree","Neutral","Agree","Neutral","Disagree","Neutral","Neutral","Agree","Neutral","Disagree","Neutral","Agree","Disagree","Neutral","Agree","30 - 39"
"China","Canada",24,"Male","AB+","No","N/A","Agree","Agree","Agree","Disagree","Agree","Agree","Disagree","Agree","Disagree","Disagree","Agree","Agree","Disagree","Agree","Disagree","Neutral","Neutral","Disagree","Disagree","Agree","Disagree","20 - 29"
"Ghana","USA",27,"Female","O+","Yes","I don't know","Strongly Agree","Neutral","Disagree","Strongly Agree","Disagree","Neutral","Disagree","Strongly agree","Neutral","Disagree","Agree","Agree","Strongly disagree","Disagree","Neutral","Disagree","Strongly disagree","Agree","Agree","Strongly agree","Agree","20 - 29"
"Tanzania","USA",27,"Male","AB+","No","N/A","Strongly Agree","Neutral","Strongly Agree","Agree","Strongly agree","Strongly Agree","Strongly disagree","Strongly agree","Neutral","Strongly disagree","Neutral","Agree","Disagree","Neutral","Strongly disagree","Strongly agree","Neutral","Strongly disagree","Neutral","Disagree","Neutral","20 - 29"
"Côte d'Ivoire","Côte d'Ivoire",26,"Male","O+","Yes","A+","Strongly Agree","Agree","Strongly Agree","Agree","Disagree","Disagree","Strongly disagree","Strongly agree","Strongly Agree","Disagree","Agree","Strongly agree","Neutral","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Strongly agree","20 - 29"
"Senegal","Senegal",26,"Female","O+","Yes","A-","Agree","Agree","Neutral","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Neutral","Neutral","Agree","Agree","Disagree","Disagree","Agree","Disagree","Disagree","20 - 29"
"Ghana","Ghana",33,"Male","O-","Yes","B+","Strongly Agree","Strongly Agree","Agree","Agree","Disagree","Strongly Agree","Strongly disagree","Agree","Agree","Disagree","Strongly agree","Agree","Disagree","Agree","Strongly disagree","Strongly agree","Agree","Disagree","Agree","Agree","Disagree","30 - 39"
